Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),source_file,Cumulative_Cycle_Index,now_capacity
3399,124450.0585818764,2011-01-04 21:12:21,60.03026248496252,1,14,0.0,3.577202558517456,9.852972353913312,10.624828765632833,39.639979442468295,38.307963487586754,0.0005504131549969,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7718564117195204
3400,124480.07401210406,2011-01-04 21:12:51,90.0456927276443,1,14,0.0,3.593876600265503,9.852972353913312,10.624828765632833,39.639979442468295,38.307963487586754,0.0003884792386088,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7718564117195204
3401,124510.04212671662,2011-01-04 21:13:21,120.01380732016716,1,14,0.0,3.6068274974823,9.852972353913312,10.624828765632833,39.639979442468295,38.307963487586754,0.0003885269106831,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7718564117195204
3402,124540.0605045832,2011-01-04 21:13:51,30.0151260846263,2,14,0.550297200679779,3.736983776092529,9.85755889002592,10.624828765632833,39.65701358998421,38.307963487586754,0.0010036944877356,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7672698756069121
3403,124570.07565220652,2011-01-04 21:14:21,60.03027373299608,2,14,0.5501165986061096,3.7651517391204834,9.862145470262629,10.624828765632833,39.67422367813761,38.307963487586754,0.0005827903514727,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7626832953702039
3404,124600.09079189002,2011-01-04 21:14:51,90.04541348668991,2,14,0.5501165986061096,3.782635450363159,9.8667319365378,10.624828765632833,39.6915359634271,38.307963487586754,0.0003561496851034,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7580968290950327
3405,124630.1059252979,2011-01-04 21:15:21,120.06054679933064,2,14,0.5501165986061096,3.793643712997437,9.87131842194706,10.624828765632833,39.7089122400162,38.307963487586754,0.0002590179501567,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7535103436857717
3406,124660.121039934,2011-01-04 21:15:51,150.07566143542368,2,14,0.5501165986061096,3.801899909973145,9.875904969791042,10.624828765632833,39.72633177850487,38.307963487586754,0.0001942634553415,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7489237958417903
3407,124690.13630352632,2011-01-04 21:16:21,180.09092505282396,2,14,0.5501165986061096,3.808861017227173,9.880491487294789,10.624828765632833,39.743785574440295,38.307963487586754,0.0001942634553415,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.744337278338044
3408,124720.15131186752,2011-01-04 21:16:51,210.10593336893487,2,14,0.5501165986061096,3.815174579620361,9.88507800132052,10.624828765632833,39.76126989891328,38.307963487586754,0.0001295089750783,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.739750764312312
3409,124750.16883020436,2011-01-04 21:17:21,240.1234518110521,2,14,0.5501165986061096,3.82116436958313,9.889664828288296,10.624828765632833,39.77878363898182,38.307963487586754,0.0001618862152099,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7351639373445362
3410,124780.18167595068,2011-01-04 21:17:51,270.13629747717385,2,14,0.5501165986061096,3.82683038711548,9.894250943260047,10.624828765632833,39.79632097984975,38.307963487586754,0.0001618862152099,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7305778223727852
3411,124810.196731695,2011-01-04 21:18:21,300.15135319642803,2,14,0.5501165986061096,3.8321726322174072,9.898837446311132,10.624828765632833,39.81388489273606,38.307963487586754,0.0001618862152099,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7259913193217002
3412,124840.21186637606,2011-01-04 21:18:51,330.16648787747926,2,14,0.5499359965324402,3.837352752685547,9.903423906334485,10.624828765632833,39.83147256075745,38.307963487586754,0.0001618862152099,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7214048592983477
3413,124870.22872402628,2011-01-04 21:19:21,360.1833455327123,2,14,0.5501165986061096,3.8422093391418457,9.908010596741343,10.624828765632833,39.84908423140897,38.307963487586754,0.0001295089750783,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7168181688914892
3414,124900.24227391252,2011-01-04 21:19:51,390.1968954340048,2,14,0.5501165986061096,3.846904039382935,9.912596783407812,10.624828765632833,39.86671622452536,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7122319822250205
3415,124930.25728087526,2011-01-04 21:20:21,420.2119023817051,2,14,0.5501165986061096,3.851598739624024,9.91718325126526,10.624828765632833,39.884371031634586,38.307963487586754,0.0001295089750783,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.707645514367572
3416,124960.2725629286,2011-01-04 21:20:51,450.2271844551035,2,14,0.5501165986061096,3.8561315536499023,9.92176972653186,10.624828765632833,39.90204699330539,38.307963487586754,0.0001295089750783,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.7030590391009728
3417,124990.287628733,2011-01-04 21:21:21,480.2422502645054,2,14,0.5501165986061096,3.860664367675781,9.926356189704338,10.624828765632833,39.91974378660496,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6984725759284949
3418,125020.302715244,2011-01-04 21:21:51,510.25733674542704,2,14,0.550297200679779,3.86519718170166,9.930942615449206,10.624828765632833,39.93746091206595,38.307963487586754,0.0001295089750783,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6938861501836264
3419,125050.31784098776,2011-01-04 21:22:21,540.2724624992289,2,14,0.5499359965324402,3.869406223297119,9.935529019519493,10.624828765632833,39.95519813031076,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6892997461133401
3420,125080.3331118332,2011-01-04 21:22:51,570.2877333496562,2,14,0.550297200679779,3.873777151107788,9.940115460869396,10.624828765632833,39.97295528068285,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6847133047634362
3421,125110.34815641468,2011-01-04 21:23:22,600.3027779211264,2,14,0.550297200679779,3.877986192703247,9.94470187968005,10.624828765632833,39.99073166080392,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6801268859527827
3422,125140.36339232304,2011-01-04 21:23:52,630.3180138595422,2,14,0.5499359965324402,3.882033348083496,9.94928830726295,10.624828765632833,40.00852699221939,38.307963487586754,0.0001295089750783,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6755404583698823
3423,125170.37840452883,2011-01-04 21:24:22,660.3330260352725,2,14,0.5501165986061096,3.885918617248535,9.953874754433716,10.624828765632833,40.02634089714353,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6709540111991164
3424,125200.39370081264,2011-01-04 21:24:52,690.3483223241001,2,14,0.5499359965324402,3.889803886413574,9.958461291150158,10.624828765632833,40.04417299212314,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6663674744826746
3425,125230.40870277293,2011-01-04 21:25:22,720.3633242743452,2,14,0.5501165986061096,3.8935272693634033,9.963047769016432,10.624828765632833,40.06202205257089,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6617809966164003
3426,125260.4238321257,2011-01-04 21:25:52,750.3784536371419,2,14,0.550297200679779,3.896926879882813,9.967634792579892,10.624828765632833,40.07988947722783,38.307963487586754,6.47544875391759e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6571939730529408
3427,125290.4389718493,2011-01-04 21:26:22,780.3935933607607,2,14,0.5501165986061096,3.9003264904022217,9.972222041136613,10.624828765632833,40.09777342349739,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6526067244962199
3428,125320.45424354685,2011-01-04 21:26:52,810.4088650633117,2,14,0.550297200679779,3.903564214706421,9.976809209377816,10.624828765632833,40.11567205113074,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6480195562550168
3429,125350.46947533994,2011-01-04 21:27:22,840.4240968513834,2,14,0.550297200679779,3.90664005279541,9.9813964459907,10.624828765632833,40.13358511859941,38.307963487586754,0.0001295089750783,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6434323196421321
3430,125380.48454476334,2011-01-04 21:27:52,870.4391662798049,2,14,0.5501165986061096,3.90939211845398,9.985983091397928,10.624828765632833,40.15150929583896,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6388456742349042
3431,125410.49957450284,2011-01-04 21:28:22,900.4541960142972,2,14,0.5501165986061096,3.911982297897339,9.990569569625515,10.624828765632833,40.1694456389772,38.307963487586754,6.47544875391759e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6342591960073172
3432,125440.51469917396,2011-01-04 21:28:52,930.4693206854004,2,14,0.550297200679779,3.914734125137329,9.995156010358585,10.624828765632833,40.18739407488636,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6296727552742478
3433,125470.5298529576,2011-01-04 21:29:22,960.4844744690614,2,14,0.5501165986061096,3.91716241836548,9.999742433604602,10.624828765632833,40.205354057601646,38.307963487586754,6.47544875391759e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6250863320282303
3434,125500.54487698789,2011-01-04 21:29:52,990.4994984993368,2,14,0.5499359965324402,3.919428825378418,10.004328814247303,10.624828765632833,40.22332514750919,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6204999513855292
3435,125530.56008919216,2011-01-04 21:30:22,1020.5147107136248,2,14,0.5499359965324402,3.921857118606568,10.008914721716682,10.624828765632833,40.24130521866729,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6159140439161508
3436,125560.57515049532,2011-01-04 21:30:52,1050.5297720218082,2,14,0.5499359965324402,3.924123525619507,10.013500344761502,10.624828765632833,40.259294789568415,38.307963487586754,6.47544875391759e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.611328420871331
3437,125590.59287311132,2011-01-04 21:31:22,1080.5474947079645,2,14,0.5499359965324402,3.926551818847656,10.01808655964122,10.624828765632833,40.27729714661785,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6067422059916119
3438,125620.60571790024,2011-01-04 21:31:52,1110.5603394217126,2,14,0.5499359965324402,3.928494453430176,10.022671846626569,10.624828765632833,40.29530609398032,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.6021569190062639
3439,125650.62084553372,2011-01-04 21:32:22,1140.5754670551992,2,14,0.5499359965324402,3.930922746658325,10.027257485246944,10.624828765632833,40.313326575717326,38.307963487586754,6.47544875391759e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.597571280385889
3440,125680.63602121695,2011-01-04 21:32:52,1170.5906427234029,2,14,0.5501165986061096,3.933027267456055,10.031843206696871,10.624828765632833,40.331357337103135,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5929855589359612
3441,125710.65101974868,2011-01-04 21:33:22,1200.605641255128,2,14,0.5501165986061096,3.935293674468994,10.036429220732352,10.624828765632833,40.349399273525336,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5883995449004811
3442,125740.6663204836,2011-01-04 21:33:52,1230.620942025124,2,14,0.5501165986061096,3.9372363090515137,10.041015822868443,10.624828765632833,40.367453385408346,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5838129427643892
3443,125770.68131432864,2011-01-04 21:34:22,1260.6359358400937,2,14,0.5501165986061096,3.939502716064453,10.045602319544066,10.624828765632833,40.3855168803648,38.307963487586754,6.47544875391759e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5792264460887662
3444,125800.6965736754,2011-01-04 21:34:52,1290.6511952119126,2,14,0.5499359965324402,3.9414453506469727,10.050188868162213,10.624828765632833,40.40359036884592,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5746398974706199
3445,125830.71161518926,2011-01-04 21:35:22,1320.6662366906753,2,14,0.5501165986061096,3.943549871444702,10.054775351338249,10.624828765632833,40.42167321943824,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5700534142945841
3446,125860.72673548444,2011-01-04 21:35:52,1350.6813570159472,2,14,0.5499359965324402,3.9458162784576416,10.059361912195277,10.624828765632833,40.43976600931544,38.307963487586754,6.47544875391759e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.565466853437556
3447,125890.74188345864,2011-01-04 21:36:22,1380.6965049600542,2,14,0.5499359965324402,3.947758913040161,10.063948447975688,10.624828765632833,40.45786820169919,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5608803176571442
3448,125920.75704240016,2011-01-04 21:36:52,1410.71166390157,2,14,0.5501165986061096,3.94986343383789,10.068535033671182,10.624828765632833,40.47598015976474,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5562937319616506
3449,125950.7721955021,2011-01-04 21:37:22,1440.7268169985196,2,14,0.5501165986061096,3.95196795463562,10.073121513448902,10.624828765632833,40.494101183164105,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.551707252183931
3450,125980.78733262925,2011-01-04 21:37:52,1470.741954135692,2,14,0.5501165986061096,3.9540724754333496,10.077708108252564,10.624828765632833,40.512232148569325,38.307963487586754,6.47544875391759e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5471206573802689
3451,126010.80260460248,2011-01-04 21:38:22,1500.757226144005,2,14,0.5501165986061096,3.956015110015869,10.082294648253818,10.624828765632833,40.53037231467193,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5425341173790148
3452,126040.81763632694,2011-01-04 21:38:52,1530.7722578283567,2,14,0.5501165986061096,3.958119630813599,10.086881205650872,10.624828765632833,40.54852186814996,38.307963487586754,6.47544875391759e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5379475599819603
3453,126070.83291217985,2011-01-04 21:39:22,1560.7875337063142,2,14,0.5501165986061096,3.960224151611328,10.09146778034845,10.624828765632833,40.56668081948471,38.307963487586754,6.47544875391759e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5333609852843821
3454,126100.84807737192,2011-01-04 21:39:52,1590.8026989034208,2,14,0.5501165986061096,3.962166786193848,10.09605430444996,10.624828765632833,40.58484894391096,38.307963487586754,6.47544875391759e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5287744611828717
3455,126130.86318816344,2011-01-04 21:40:22,1620.8178096849072,2,14,0.5501165986061096,3.964109420776367,10.100640811798431,10.624828765632833,40.60302619787353,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5241879538344012
3456,126160.87822048938,2011-01-04 21:40:52,1650.832842000833,2,14,0.550297200679779,3.9662139415740967,10.105227291966896,10.624828765632833,40.621212596747306,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5196014736659365
3457,126190.8933757016,2011-01-04 21:41:22,1680.8479972030293,2,14,0.5501165986061096,3.968318462371826,10.109813822104543,10.624828765632833,40.63940838499109,38.307963487586754,9.713172767078504e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5150149435282891
3458,126220.90873364912,2011-01-04 21:41:52,1710.863355180604,2,14,0.5501165986061096,3.9702610969543457,10.114400434644066,10.624828765632833,40.6576136833499,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5104283309887663
3459,126250.92367876269,2011-01-04 21:42:22,1740.8783002891823,2,14,0.550297200679779,3.972365617752075,10.11898696492744,10.624828765632833,40.67582780691128,38.307963487586754,6.47544875391759e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.505841800705392
3460,126280.93880376464,2011-01-04 21:42:52,1770.89342527106,2,14,0.5501165986061096,3.973984479904175,10.123573535077336,10.624828765632833,40.694051151679545,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.5012552305554969
3461,126310.95416533116,2011-01-04 21:43:22,1800.908786832567,2,14,0.5499359965324402,3.976089000701904,10.128160184703647,10.624828765632833,40.71228399326782,38.307963487586754,0.0,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.4966685809291853
3462,126340.9692300328,2011-01-04 21:43:52,1830.923851569296,2,14,0.5499359965324402,3.977869749069214,10.132746832100056,10.624828765632833,40.730525817325606,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.492081933532777
3463,126370.98425324602,2011-01-04 21:44:22,1860.93887475246,2,14,0.550297200679779,3.9802980422973633,10.137333294804831,10.624828765632833,40.74877602143064,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.4874954708280015
3464,126400.99940119512,2011-01-04 21:44:52,1890.9540226965669,2,14,0.5499359965324402,3.982078790664673,10.141919810985408,10.624828765632833,40.76703576994096,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.4829089546474243
3465,126431.0146918399,2011-01-04 21:45:22,1920.9693133764151,2,14,0.5499359965324402,3.9841833114624015,10.146506306799132,10.624828765632833,40.78530455216484,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.4783224588337003
3466,126461.02977873686,2011-01-04 21:45:52,1950.984400333524,2,14,0.5499359965324402,3.986125946044922,10.151092778896974,10.624828765632833,40.80358240654458,38.307963487586754,3.237724376958795e-05,0.0995923578739166,0,0,0,CS2_35_1_10_11_sheet2.csv,663,-0.4737359867358588
